Mã Khách Hàng (CIF),Phân Cấp Rủi Ro,Biện Pháp Vận Hành,Luận Chứng Toán Học AI (Top 3 SHAP Drivers)
234833,High,CRITICAL: BLOCK IMMEDIATELY,"[1] Biến 'unique_devices'=10.0 (Điểm phạt SHAP: +7.226) || [2] Biến 'total_trans_amount'=388,168,526 VND (Điểm phạt SHAP: +4.128) || [3] Biến 'burst_max'=10.0 (Điểm phạt SHAP: +0.502)"
538890,Critical,CRITICAL: BLOCK IMMEDIATELY,"[1] Biến 'unique_devices'=2.0 (Điểm phạt SHAP: +4.674) || [2] Biến 'total_trans_amount'=1,329,052,310 VND (Điểm phạt SHAP: +4.507) || [3] Biến 'avg_trans_amount'=18,719,047 VND (Điểm phạt SHAP: +0.802)"
268557,High,CRITICAL: BLOCK IMMEDIATELY,"[1] Biến 'unique_devices'=2.0 (Điểm phạt SHAP: +8.014) || [2] Biến 'total_trans_amount'=8,402,500 VND (Điểm phạt SHAP: +3.874) || [3] Biến 'password_change_count'=1.0 (Điểm phạt SHAP: +0.334)"
359500,High,CRITICAL: BLOCK IMMEDIATELY,"[1] Biến 'unique_devices'=2.0 (Điểm phạt SHAP: +7.968) || [2] Biến 'total_trans_amount'=29,539,196 VND (Điểm phạt SHAP: +3.936) || [3] Biến 'password_change_count'=3.0 (Điểm phạt SHAP: +0.339)"
583234,High,CRITICAL: BLOCK IMMEDIATELY,"[1] Biến 'unique_devices'=5.0 (Điểm phạt SHAP: +7.713) || [2] Biến 'total_trans_amount'=105,615,892 VND (Điểm phạt SHAP: +3.987) || [3] Biến 'password_change_count'=1.0 (Điểm phạt SHAP: +0.334)"
111065,High,CRITICAL: BLOCK IMMEDIATELY,"[1] Biến 'unique_devices'=5.0 (Điểm phạt SHAP: +7.761) || [2] Biến 'total_trans_amount'=157,412,627 VND (Điểm phạt SHAP: +4.009) || [3] Biến 'password_change_count'=1.0 (Điểm phạt SHAP: +0.334)"
243304,High,CRITICAL: BLOCK IMMEDIATELY,"[1] Biến 'unique_devices'=3.0 (Điểm phạt SHAP: +8.136) || [2] Biến 'total_trans_amount'=22,900,000 VND (Điểm phạt SHAP: +3.884) || [3] Biến 'password_change_count'=1.0 (Điểm phạt SHAP: +0.334)"
145308,High,CRITICAL: BLOCK IMMEDIATELY,"[1] Biến 'unique_devices'=6.0 (Điểm phạt SHAP: +7.886) || [2] Biến 'total_trans_amount'=699,275,978 VND (Điểm phạt SHAP: +4.052) || [3] Biến 'password_change_count'=2.0 (Điểm phạt SHAP: +0.327)"
489790,High,CRITICAL: BLOCK IMMEDIATELY,"[1] Biến 'unique_devices'=2.0 (Điểm phạt SHAP: +8.164) || [2] Biến 'total_trans_amount'=11,628,000 VND (Điểm phạt SHAP: +3.868) || [3] Biến 'password_change_count'=1.0 (Điểm phạt SHAP: +0.334)"
695304,High,CRITICAL: BLOCK IMMEDIATELY,"[1] Biến 'unique_devices'=2.0 (Điểm phạt SHAP: +7.872) || [2] Biến 'total_trans_amount'=106,717,100 VND (Điểm phạt SHAP: +4.008) || [3] Biến 'password_change_count'=6.0 (Điểm phạt SHAP: +0.319)"
966695,High,CRITICAL: BLOCK IMMEDIATELY,"[1] Biến 'unique_devices'=2.0 (Điểm phạt SHAP: +7.960) || [2] Biến 'total_trans_amount'=39,450,000 VND (Điểm phạt SHAP: +3.956) || [3] Biến 'password_change_count'=1.0 (Điểm phạt SHAP: +0.333)"
117133,High,CRITICAL: BLOCK IMMEDIATELY,"[1] Biến 'unique_devices'=3.0 (Điểm phạt SHAP: +7.791) || [2] Biến 'total_trans_amount'=129,034,198 VND (Điểm phạt SHAP: +4.009) || [3] Biến 'password_change_count'=1.0 (Điểm phạt SHAP: +0.333)"
28588,High,CRITICAL: BLOCK IMMEDIATELY,"[1] Biến 'unique_devices'=3.0 (Điểm phạt SHAP: +7.071) || [2] Biến 'total_trans_amount'=439,404,000 VND (Điểm phạt SHAP: +4.181) || [3] Biến 'avg_trans_amount'=25,847,294 VND (Điểm phạt SHAP: +0.537)"
409743,High,CRITICAL: BLOCK IMMEDIATELY,"[1] Biến 'unique_devices'=4.0 (Điểm phạt SHAP: +7.875) || [2] Biến 'total_trans_amount'=12,025,269 VND (Điểm phạt SHAP: +3.906) || [3] Biến 'password_change_count'=2.0 (Điểm phạt SHAP: +0.334)"
971812,High,CRITICAL: BLOCK IMMEDIATELY,"[1] Biến 'unique_devices'=4.0 (Điểm phạt SHAP: +7.318) || [2] Biến 'total_trans_amount'=182,356,400 VND (Điểm phạt SHAP: +4.085) || [3] Biến 'password_change_count'=1.0 (Điểm phạt SHAP: +0.312)"
31419,High,CRITICAL: BLOCK IMMEDIATELY,"[1] Biến 'unique_devices'=2.0 (Điểm phạt SHAP: +7.784) || [2] Biến 'total_trans_amount'=11,002,000 VND (Điểm phạt SHAP: +3.967) || [3] Biến 'password_change_count'=2.0 (Điểm phạt SHAP: +0.334)"
333266,High,CRITICAL: BLOCK IMMEDIATELY,"[1] Biến 'unique_devices'=2.0 (Điểm phạt SHAP: +8.036) || [2] Biến 'total_trans_amount'=26,514,000 VND (Điểm phạt SHAP: +3.872) || [3] Biến 'password_change_count'=2.0 (Điểm phạt SHAP: +0.334)"
682595,High,CRITICAL: BLOCK IMMEDIATELY,"[1] Biến 'unique_devices'=2.0 (Điểm phạt SHAP: +8.104) || [2] Biến 'total_trans_amount'=76,557,270 VND (Điểm phạt SHAP: +3.999) || [3] Biến 'password_change_count'=2.0 (Điểm phạt SHAP: +0.328)"
993,High,CRITICAL: BLOCK IMMEDIATELY,"[1] Biến 'unique_devices'=2.0 (Điểm phạt SHAP: +7.311) || [2] Biến 'total_trans_amount'=72,928,092 VND (Điểm phạt SHAP: +4.122) || [3] Biến 'password_change_count'=6.0 (Điểm phạt SHAP: +0.294)"
221456,High,CRITICAL: BLOCK IMMEDIATELY,"[1] Biến 'unique_devices'=2.0 (Điểm phạt SHAP: +8.016) || [2] Biến 'total_trans_amount'=57,795,000 VND (Điểm phạt SHAP: +3.934) || [3] Biến 'password_change_count'=2.0 (Điểm phạt SHAP: +0.334)"
680636,High,CRITICAL: BLOCK IMMEDIATELY,"[1] Biến 'unique_devices'=2.0 (Điểm phạt SHAP: +8.092) || [2] Biến 'total_trans_amount'=7,849,100 VND (Điểm phạt SHAP: +3.871) || [3] Biến 'password_change_count'=1.0 (Điểm phạt SHAP: +0.334)"
313850,High,CRITICAL: BLOCK IMMEDIATELY,"[1] Biến 'unique_devices'=2.0 (Điểm phạt SHAP: +8.200) || [2] Biến 'total_trans_amount'=21,020,000 VND (Điểm phạt SHAP: +3.866) || [3] Biến 'password_change_count'=1.0 (Điểm phạt SHAP: +0.334)"
361898,High,CRITICAL: BLOCK IMMEDIATELY,"[1] Biến 'unique_devices'=2.0 (Điểm phạt SHAP: +8.113) || [2] Biến 'total_trans_amount'=8,591,300 VND (Điểm phạt SHAP: +3.873) || [3] Biến 'password_change_count'=3.0 (Điểm phạt SHAP: +0.345)"
16940,High,CRITICAL: BLOCK IMMEDIATELY,"[1] Biến 'unique_devices'=2.0 (Điểm phạt SHAP: +7.765) || [2] Biến 'total_trans_amount'=280,244,066 VND (Điểm phạt SHAP: +3.959) || [3] Biến 'password_change_count'=1.0 (Điểm phạt SHAP: +0.324)"
784390,High,CRITICAL: BLOCK IMMEDIATELY,"[1] Biến 'unique_devices'=3.0 (Điểm phạt SHAP: +7.948) || [2] Biến 'total_trans_amount'=55,164,000 VND (Điểm phạt SHAP: +3.996) || [3] Biến 'password_change_count'=3.0 (Điểm phạt SHAP: +0.345)"
64990,High,CRITICAL: BLOCK IMMEDIATELY,"[1] Biến 'unique_devices'=2.0 (Điểm phạt SHAP: +7.899) || [2] Biến 'total_trans_amount'=70,666,000 VND (Điểm phạt SHAP: +3.990) || [3] Biến 'password_change_count'=4.0 (Điểm phạt SHAP: +0.317)"
534025,High,CRITICAL: BLOCK IMMEDIATELY,"[1] Biến 'unique_devices'=2.0 (Điểm phạt SHAP: +7.204) || [2] Biến 'total_trans_amount'=764,777,500 VND (Điểm phạt SHAP: +4.101) || [3] Biến 'burst_max'=12.0 (Điểm phạt SHAP: +0.498)"
925354,High,CRITICAL: BLOCK IMMEDIATELY,"[1] Biến 'unique_devices'=2.0 (Điểm phạt SHAP: +8.129) || [2] Biến 'total_trans_amount'=19,370,707 VND (Điểm phạt SHAP: +3.882) || [3] Biến 'password_change_count'=2.0 (Điểm phạt SHAP: +0.334)"
904618,High,CRITICAL: BLOCK IMMEDIATELY,"[1] Biến 'unique_devices'=3.0 (Điểm phạt SHAP: +7.255) || [2] Biến 'total_trans_amount'=73,291,000 VND (Điểm phạt SHAP: +4.052) || [3] Biến 'burst_max'=12.0 (Điểm phạt SHAP: +0.500)"
712143,High,CRITICAL: BLOCK IMMEDIATELY,"[1] Biến 'unique_devices'=4.0 (Điểm phạt SHAP: +7.845) || [2] Biến 'total_trans_amount'=59,762,100 VND (Điểm phạt SHAP: +3.988) || [3] Biến 'password_change_count'=1.0 (Điểm phạt SHAP: +0.334)"
129983,High,CRITICAL: BLOCK IMMEDIATELY,"[1] Biến 'unique_devices'=2.0 (Điểm phạt SHAP: +8.022) || [2] Biến 'total_trans_amount'=11,840,000 VND (Điểm phạt SHAP: +3.894) || [3] Biến 'password_change_count'=1.0 (Điểm phạt SHAP: +0.334)"
877063,High,CRITICAL: BLOCK IMMEDIATELY,"[1] Biến 'unique_devices'=2.0 (Điểm phạt SHAP: +7.979) || [2] Biến 'total_trans_amount'=1,893,000 VND (Điểm phạt SHAP: +3.884) || [3] Biến 'password_change_count'=1.0 (Điểm phạt SHAP: +0.334)"
540587,High,CRITICAL: BLOCK IMMEDIATELY,"[1] Biến 'unique_devices'=2.0 (Điểm phạt SHAP: +7.653) || [2] Biến 'total_trans_amount'=30,796,000 VND (Điểm phạt SHAP: +3.916) || [3] Biến 'password_change_count'=1.0 (Điểm phạt SHAP: +0.334)"
526764,High,CRITICAL: BLOCK IMMEDIATELY,"[1] Biến 'unique_devices'=2.0 (Điểm phạt SHAP: +7.934) || [2] Biến 'total_trans_amount'=51,682,000 VND (Điểm phạt SHAP: +3.956) || [3] Biến 'password_change_count'=1.0 (Điểm phạt SHAP: +0.333)"
22072,High,CRITICAL: BLOCK IMMEDIATELY,"[1] Biến 'unique_devices'=4.0 (Điểm phạt SHAP: +7.628) || [2] Biến 'total_trans_amount'=227,042,483 VND (Điểm phạt SHAP: +4.056) || [3] Biến 'password_change_count'=2.0 (Điểm phạt SHAP: +0.302)"
14871,High,CRITICAL: BLOCK IMMEDIATELY,"[1] Biến 'unique_devices'=3.0 (Điểm phạt SHAP: +6.534) || [2] Biến 'total_trans_amount'=3,675,665,228 VND (Điểm phạt SHAP: +4.273) || [3] Biến 'avg_trans_amount'=83,537,846 VND (Điểm phạt SHAP: +0.538)"
659375,High,CRITICAL: BLOCK IMMEDIATELY,"[1] Biến 'unique_devices'=2.0 (Điểm phạt SHAP: +8.013) || [2] Biến 'total_trans_amount'=127,096,000 VND (Điểm phạt SHAP: +3.967) || [3] Biến 'password_change_count'=1.0 (Điểm phạt SHAP: +0.334)"
29893,High,CRITICAL: BLOCK IMMEDIATELY,"[1] Biến 'unique_devices'=2.0 (Điểm phạt SHAP: +7.654) || [2] Biến 'total_trans_amount'=141,426,690 VND (Điểm phạt SHAP: +4.101) || [3] Biến 'password_change_count'=1.0 (Điểm phạt SHAP: +0.303)"
347114,High,CRITICAL: BLOCK IMMEDIATELY,"[1] Biến 'unique_devices'=3.0 (Điểm phạt SHAP: +8.263) || [2] Biến 'total_trans_amount'=362,386,671 VND (Điểm phạt SHAP: +3.892) || [3] Biến 'password_change_count'=1.0 (Điểm phạt SHAP: +0.324)"
515363,High,CRITICAL: BLOCK IMMEDIATELY,"[1] Biến 'unique_devices'=2.0 (Điểm phạt SHAP: +7.716) || [2] Biến 'total_trans_amount'=26,860,000 VND (Điểm phạt SHAP: +3.978) || [3] Biến 'password_change_count'=1.0 (Điểm phạt SHAP: +0.334)"
922145,High,CRITICAL: BLOCK IMMEDIATELY,"[1] Biến 'unique_devices'=4.0 (Điểm phạt SHAP: +7.480) || [2] Biến 'total_trans_amount'=101,172,643 VND (Điểm phạt SHAP: +4.110) || [3] Biến 'password_change_count'=1.0 (Điểm phạt SHAP: +0.313)"
340566,High,CRITICAL: BLOCK IMMEDIATELY,"[1] Biến 'unique_devices'=3.0 (Điểm phạt SHAP: +7.855) || [2] Biến 'total_trans_amount'=229,769,477 VND (Điểm phạt SHAP: +3.942) || [3] Biến 'password_change_count'=1.0 (Điểm phạt SHAP: +0.314)"
912348,High,CRITICAL: BLOCK IMMEDIATELY,"[1] Biến 'unique_devices'=2.0 (Điểm phạt SHAP: +8.073) || [2] Biến 'total_trans_amount'=27,120,000 VND (Điểm phạt SHAP: +3.875) || [3] Biến 'password_change_count'=1.0 (Điểm phạt SHAP: +0.334)"
568778,High,CRITICAL: BLOCK IMMEDIATELY,"[1] Biến 'unique_devices'=4.0 (Điểm phạt SHAP: +7.946) || [2] Biến 'total_trans_amount'=396,762,801 VND (Điểm phạt SHAP: +3.964) || [3] Biến 'password_change_count'=1.0 (Điểm phạt SHAP: +0.323)"
121579,High,CRITICAL: BLOCK IMMEDIATELY,"[1] Biến 'unique_devices'=2.0 (Điểm phạt SHAP: +8.004) || [2] Biến 'total_trans_amount'=18,110,000 VND (Điểm phạt SHAP: +3.880) || [3] Biến 'password_change_count'=2.0 (Điểm phạt SHAP: +0.334)"
546951,High,CRITICAL: BLOCK IMMEDIATELY,"[1] Biến 'unique_devices'=2.0 (Điểm phạt SHAP: +7.836) || [2] Biến 'total_trans_amount'=2,400,000 VND (Điểm phạt SHAP: +3.937) || [3] Biến 'password_change_count'=1.0 (Điểm phạt SHAP: +0.334)"
308302,High,CRITICAL: BLOCK IMMEDIATELY,"[1] Biến 'unique_devices'=2.0 (Điểm phạt SHAP: +8.025) || [2] Biến 'total_trans_amount'=182,666,000 VND (Điểm phạt SHAP: +3.932) || [3] Biến 'password_change_count'=1.0 (Điểm phạt SHAP: +0.335)"
230235,High,CRITICAL: BLOCK IMMEDIATELY,"[1] Biến 'unique_devices'=2.0 (Điểm phạt SHAP: +7.800) || [2] Biến 'total_trans_amount'=17,421,800 VND (Điểm phạt SHAP: +3.968) || [3] Biến 'password_change_count'=1.0 (Điểm phạt SHAP: +0.334)"
650568,High,CRITICAL: BLOCK IMMEDIATELY,"[1] Biến 'unique_devices'=2.0 (Điểm phạt SHAP: +7.204) || [2] Biến 'total_trans_amount'=164,104,942 VND (Điểm phạt SHAP: +4.119) || [3] Biến 'password_change_count'=3.0 (Điểm phạt SHAP: +0.309)"
142854,High,CRITICAL: BLOCK IMMEDIATELY,"[1] Biến 'unique_devices'=2.0 (Điểm phạt SHAP: +8.081) || [2] Biến 'total_trans_amount'=16,700,000 VND (Điểm phạt SHAP: +3.922) || [3] Biến 'password_change_count'=1.0 (Điểm phạt SHAP: +0.335)"
423817,High,CRITICAL: BLOCK IMMEDIATELY,"[1] Biến 'unique_devices'=3.0 (Điểm phạt SHAP: +7.598) || [2] Biến 'total_trans_amount'=371,310,000 VND (Điểm phạt SHAP: +4.108) || [3] Biến 'password_change_count'=2.0 (Điểm phạt SHAP: +0.303)"
635363,High,CRITICAL: BLOCK IMMEDIATELY,"[1] Biến 'unique_devices'=4.0 (Điểm phạt SHAP: +8.086) || [2] Biến 'total_trans_amount'=58,857,000 VND (Điểm phạt SHAP: +3.991) || [3] Biến 'password_change_count'=1.0 (Điểm phạt SHAP: +0.334)"
680157,High,CRITICAL: BLOCK IMMEDIATELY,"[1] Biến 'unique_devices'=4.0 (Điểm phạt SHAP: +7.910) || [2] Biến 'total_trans_amount'=90,263,999 VND (Điểm phạt SHAP: +4.008) || [3] Biến 'password_change_count'=2.0 (Điểm phạt SHAP: +0.334)"
401356,High,CRITICAL: BLOCK IMMEDIATELY,"[1] Biến 'unique_devices'=12.0 (Điểm phạt SHAP: +6.506) || [2] Biến 'total_trans_amount'=2,946,544,300 VND (Điểm phạt SHAP: +4.296) || [3] Biến 'burst_max'=7.0 (Điểm phạt SHAP: +0.396)"
226147,High,CRITICAL: BLOCK IMMEDIATELY,"[1] Biến 'unique_devices'=3.0 (Điểm phạt SHAP: +6.670) || [2] Biến 'total_trans_amount'=2,367,223,000 VND (Điểm phạt SHAP: +4.257) || [3] Biến 'avg_trans_amount'=19,403,467 VND (Điểm phạt SHAP: +0.464)"
855619,High,CRITICAL: BLOCK IMMEDIATELY,"[1] Biến 'unique_devices'=2.0 (Điểm phạt SHAP: +8.189) || [2] Biến 'total_trans_amount'=20,735,749 VND (Điểm phạt SHAP: +3.876) || [3] Biến 'password_change_count'=3.0 (Điểm phạt SHAP: +0.345)"
268957,High,CRITICAL: BLOCK IMMEDIATELY,"[1] Biến 'unique_devices'=3.0 (Điểm phạt SHAP: +6.614) || [2] Biến 'total_trans_amount'=2,696,324,000 VND (Điểm phạt SHAP: +4.276) || [3] Biến 'avg_trans_amount'=27,513,510 VND (Điểm phạt SHAP: +0.489)"
359095,High,CRITICAL: BLOCK IMMEDIATELY,"[1] Biến 'unique_devices'=3.0 (Điểm phạt SHAP: +7.608) || [2] Biến 'total_trans_amount'=370,808,698 VND (Điểm phạt SHAP: +4.031) || [3] Biến 'password_change_count'=1.0 (Điểm phạt SHAP: +0.330)"
755384,High,CRITICAL: BLOCK IMMEDIATELY,"[1] Biến 'unique_devices'=2.0 (Điểm phạt SHAP: +7.872) || [2] Biến 'total_trans_amount'=377,507,000 VND (Điểm phạt SHAP: +4.008) || [3] Biến 'password_change_count'=1.0 (Điểm phạt SHAP: +0.324)"
78251,High,CRITICAL: BLOCK IMMEDIATELY,"[1] Biến 'unique_devices'=3.0 (Điểm phạt SHAP: +7.758) || [2] Biến 'total_trans_amount'=123,939,000 VND (Điểm phạt SHAP: +4.018) || [3] Biến 'password_change_count'=1.0 (Điểm phạt SHAP: +0.323)"
12037,High,CRITICAL: BLOCK IMMEDIATELY,"[1] Biến 'unique_devices'=4.0 (Điểm phạt SHAP: +7.922) || [2] Biến 'total_trans_amount'=32,436,257 VND (Điểm phạt SHAP: +3.945) || [3] Biến 'password_change_count'=2.0 (Điểm phạt SHAP: +0.334)"
342662,High,CRITICAL: BLOCK IMMEDIATELY,"[1] Biến 'unique_devices'=2.0 (Điểm phạt SHAP: +8.061) || [2] Biến 'total_trans_amount'=48,905,000 VND (Điểm phạt SHAP: +3.931) || [3] Biến 'password_change_count'=1.0 (Điểm phạt SHAP: +0.326)"
761515,High,CRITICAL: BLOCK IMMEDIATELY,"[1] Biến 'unique_devices'=5.0 (Điểm phạt SHAP: +6.813) || [2] Biến 'total_trans_amount'=20,590,082,879 VND (Điểm phạt SHAP: +4.257) || [3] Biến 'avg_trans_amount'=103,990,318 VND (Điểm phạt SHAP: +0.453)"
272721,High,CRITICAL: BLOCK IMMEDIATELY,"[1] Biến 'unique_devices'=4.0 (Điểm phạt SHAP: +7.806) || [2] Biến 'total_trans_amount'=771,679,000 VND (Điểm phạt SHAP: +4.073) || [3] Biến 'password_change_count'=1.0 (Điểm phạt SHAP: +0.333)"
147108,High,CRITICAL: BLOCK IMMEDIATELY,"[1] Biến 'unique_devices'=4.0 (Điểm phạt SHAP: +7.532) || [2] Biến 'total_trans_amount'=57,017,807 VND (Điểm phạt SHAP: +4.038) || [3] Biến 'password_change_count'=2.0 (Điểm phạt SHAP: +0.313)"
162937,High,CRITICAL: BLOCK IMMEDIATELY,"[1] Biến 'unique_devices'=3.0 (Điểm phạt SHAP: +8.249) || [2] Biến 'total_trans_amount'=77,868,000 VND (Điểm phạt SHAP: +3.923) || [3] Biến 'password_change_count'=4.0 (Điểm phạt SHAP: +0.328)"
441876,High,CRITICAL: BLOCK IMMEDIATELY,"[1] Biến 'unique_devices'=5.0 (Điểm phạt SHAP: +7.322) || [2] Biến 'total_trans_amount'=128,490,858 VND (Điểm phạt SHAP: +4.098) || [3] Biến 'password_change_count'=10.0 (Điểm phạt SHAP: +0.294)"
989337,High,CRITICAL: BLOCK IMMEDIATELY,"[1] Biến 'unique_devices'=2.0 (Điểm phạt SHAP: +7.723) || [2] Biến 'total_trans_amount'=71,825,000 VND (Điểm phạt SHAP: +3.958) || [3] Biến 'password_change_count'=1.0 (Điểm phạt SHAP: +0.334)"
391185,Critical,CRITICAL: BLOCK IMMEDIATELY,"[1] Biến 'total_trans_amount'=13,633,841,000 VND (Điểm phạt SHAP: +4.547) || [2] Biến 'unique_devices'=4.0 (Điểm phạt SHAP: +4.424) || [3] Biến 'avg_trans_amount'=64,615,360 VND (Điểm phạt SHAP: +0.778)"
558197,High,CRITICAL: BLOCK IMMEDIATELY,"[1] Biến 'unique_devices'=2.0 (Điểm phạt SHAP: +7.567) || [2] Biến 'total_trans_amount'=15,750,000 VND (Điểm phạt SHAP: +4.044) || [3] Biến 'password_change_count'=3.0 (Điểm phạt SHAP: +0.319)"
854340,High,CRITICAL: BLOCK IMMEDIATELY,"[1] Biến 'unique_devices'=3.0 (Điểm phạt SHAP: +8.133) || [2] Biến 'total_trans_amount'=16,340,000 VND (Điểm phạt SHAP: +3.871) || [3] Biến 'password_change_count'=2.0 (Điểm phạt SHAP: +0.335)"
110037,High,CRITICAL: BLOCK IMMEDIATELY,"[1] Biến 'unique_devices'=2.0 (Điểm phạt SHAP: +7.112) || [2] Biến 'total_trans_amount'=829,854,939 VND (Điểm phạt SHAP: +4.212) || [3] Biến 'password_change_count'=2.0 (Điểm phạt SHAP: +0.295)"
82536,High,CRITICAL: BLOCK IMMEDIATELY,"[1] Biến 'unique_devices'=2.0 (Điểm phạt SHAP: +8.049) || [2] Biến 'total_trans_amount'=176,233,900 VND (Điểm phạt SHAP: +3.929) || [3] Biến 'password_change_count'=1.0 (Điểm phạt SHAP: +0.327)"
29729,High,CRITICAL: BLOCK IMMEDIATELY,"[1] Biến 'unique_devices'=3.0 (Điểm phạt SHAP: +7.726) || [2] Biến 'total_trans_amount'=588,975,279 VND (Điểm phạt SHAP: +4.082) || [3] Biến 'password_change_count'=1.0 (Điểm phạt SHAP: +0.333)"
70928,High,CRITICAL: BLOCK IMMEDIATELY,"[1] Biến 'unique_devices'=2.0 (Điểm phạt SHAP: +8.210) || [2] Biến 'total_trans_amount'=33,050,000 VND (Điểm phạt SHAP: +3.860) || [3] Biến 'password_change_count'=2.0 (Điểm phạt SHAP: +0.335)"
298658,High,CRITICAL: BLOCK IMMEDIATELY,"[1] Biến 'unique_devices'=3.0 (Điểm phạt SHAP: +8.038) || [2] Biến 'total_trans_amount'=33,897,000 VND (Điểm phạt SHAP: +3.906) || [3] Biến 'password_change_count'=3.0 (Điểm phạt SHAP: +0.345)"
450078,High,CRITICAL: BLOCK IMMEDIATELY,"[1] Biến 'unique_devices'=2.0 (Điểm phạt SHAP: +7.752) || [2] Biến 'total_trans_amount'=17,760,000 VND (Điểm phạt SHAP: +3.975) || [3] Biến 'password_change_count'=2.0 (Điểm phạt SHAP: +0.336)"
599335,High,CRITICAL: BLOCK IMMEDIATELY,"[1] Biến 'unique_devices'=5.0 (Điểm phạt SHAP: +6.690) || [2] Biến 'total_trans_amount'=2,887,313,605 VND (Điểm phạt SHAP: +4.286) || [3] Biến 'burst_max'=7.0 (Điểm phạt SHAP: +0.396)"
129579,High,CRITICAL: BLOCK IMMEDIATELY,"[1] Biến 'unique_devices'=2.0 (Điểm phạt SHAP: +7.814) || [2] Biến 'total_trans_amount'=885,000 VND (Điểm phạt SHAP: +3.335) || [3] Biến 'password_change_count'=2.0 (Điểm phạt SHAP: +0.297)"
372989,High,CRITICAL: BLOCK IMMEDIATELY,"[1] Biến 'unique_devices'=3.0 (Điểm phạt SHAP: +8.045) || [2] Biến 'total_trans_amount'=426,521,468 VND (Điểm phạt SHAP: +4.047) || [3] Biến 'password_change_count'=1.0 (Điểm phạt SHAP: +0.323)"
479774,High,CRITICAL: BLOCK IMMEDIATELY,"[1] Biến 'unique_devices'=2.0 (Điểm phạt SHAP: +7.930) || [2] Biến 'total_trans_amount'=83,395,001 VND (Điểm phạt SHAP: +4.000) || [3] Biến 'password_change_count'=1.0 (Điểm phạt SHAP: +0.334)"
903380,High,CRITICAL: BLOCK IMMEDIATELY,"[1] Biến 'unique_devices'=2.0 (Điểm phạt SHAP: +8.214) || [2] Biến 'total_trans_amount'=64,856,621 VND (Điểm phạt SHAP: +3.928) || [3] Biến 'password_change_count'=2.0 (Điểm phạt SHAP: +0.324)"
438592,High,CRITICAL: BLOCK IMMEDIATELY,"[1] Biến 'unique_devices'=2.0 (Điểm phạt SHAP: +8.244) || [2] Biến 'total_trans_amount'=252,445,876 VND (Điểm phạt SHAP: +3.890) || [3] Biến 'password_change_count'=2.0 (Điểm phạt SHAP: +0.324)"
210276,High,CRITICAL: BLOCK IMMEDIATELY,"[1] Biến 'unique_devices'=6.0 (Điểm phạt SHAP: +7.916) || [2] Biến 'total_trans_amount'=33,326,000 VND (Điểm phạt SHAP: +3.962) || [3] Biến 'password_change_count'=3.0 (Điểm phạt SHAP: +0.345)"
733894,High,CRITICAL: BLOCK IMMEDIATELY,"[1] Biến 'unique_devices'=2.0 (Điểm phạt SHAP: +8.027) || [2] Biến 'total_trans_amount'=37,806,800 VND (Điểm phạt SHAP: +3.885) || [3] Biến 'password_change_count'=2.0 (Điểm phạt SHAP: +0.335)"
162554,High,CRITICAL: BLOCK IMMEDIATELY,"[1] Biến 'unique_devices'=2.0 (Điểm phạt SHAP: +7.976) || [2] Biến 'total_trans_amount'=248,242,136 VND (Điểm phạt SHAP: +3.984) || [3] Biến 'password_change_count'=1.0 (Điểm phạt SHAP: +0.332)"
282344,High,CRITICAL: BLOCK IMMEDIATELY,"[1] Biến 'unique_devices'=2.0 (Điểm phạt SHAP: +7.301) || [2] Biến 'total_trans_amount'=442,479,400 VND (Điểm phạt SHAP: +4.189) || [3] Biến 'password_change_count'=2.0 (Điểm phạt SHAP: +0.302)"
603744,High,CRITICAL: BLOCK IMMEDIATELY,"[1] Biến 'unique_devices'=2.0 (Điểm phạt SHAP: +7.717) || [2] Biến 'total_trans_amount'=527,735,000 VND (Điểm phạt SHAP: +4.075) || [3] Biến 'password_change_count'=1.0 (Điểm phạt SHAP: +0.333)"
308722,High,CRITICAL: BLOCK IMMEDIATELY,"[1] Biến 'unique_devices'=2.0 (Điểm phạt SHAP: +6.819) || [2] Biến 'total_trans_amount'=102,059,450 VND (Điểm phạt SHAP: +4.167) || [3] Biến 'password_change_count'=2.0 (Điểm phạt SHAP: +0.313)"
86697,High,CRITICAL: BLOCK IMMEDIATELY,"[1] Biến 'unique_devices'=3.0 (Điểm phạt SHAP: +7.919) || [2] Biến 'total_trans_amount'=1,294,000 VND (Điểm phạt SHAP: +3.704) || [3] Biến 'password_change_count'=2.0 (Điểm phạt SHAP: +0.319)"
695441,High,CRITICAL: BLOCK IMMEDIATELY,"[1] Biến 'unique_devices'=2.0 (Điểm phạt SHAP: +7.281) || [2] Biến 'total_trans_amount'=40,885,450 VND (Điểm phạt SHAP: +4.077) || [3] Biến 'burst_max'=9.0 (Điểm phạt SHAP: +0.499)"
569816,High,CRITICAL: BLOCK IMMEDIATELY,"[1] Biến 'unique_devices'=2.0 (Điểm phạt SHAP: +8.086) || [2] Biến 'total_trans_amount'=2,076,000 VND (Điểm phạt SHAP: +3.888) || [3] Biến 'password_change_count'=1.0 (Điểm phạt SHAP: +0.334)"
219225,High,CRITICAL: BLOCK IMMEDIATELY,"[1] Biến 'unique_devices'=2.0 (Điểm phạt SHAP: +6.838) || [2] Biến 'total_trans_amount'=39,950,000 VND (Điểm phạt SHAP: +4.164) || [3] Biến 'avg_trans_amount'=19,975,000 VND (Điểm phạt SHAP: +0.507)"
